train_loss,val_loss,train_smape,val_smape,learning_rates
42.69689190282231,667.6182507966694,27.420313,58.5842,0.00027439999999999995
33.05438895774098,673.13102856017,27.26596,58.613968,0.00027439999999999995
32.093330172310885,670.818344383909,27.299362,58.388268,0.00027439999999999995
30.892962016890536,672.1714156301398,27.033865,58.67101,0.00027439999999999995
28.35970208497174,668.5779499254728,26.762339,58.67723,0.00027439999999999995
27.171440525392516,670.1586898000617,26.553556,58.491074,0.00027439999999999995
29.713250835384944,669.2441197445518,26.53681,58.37409,0.00027439999999999995
29.93732215661918,668.2036668208607,26.528824,58.6723,0.00027439999999999995
27.94898047067423,672.7802654065584,26.32034,58.49001,0.00027439999999999995
27.28860569000244,672.5852687902618,26.2791,58.608418,0.00027439999999999995
28.32440240826227,673.7986851742393,26.319752,58.386314,0.00019207999999999996
29.600212599323914,674.107586241605,25.942219,58.33557,0.00019207999999999996
26.266479082867107,666.9301848829838,25.611523,58.410843,0.00019207999999999996
28.859112250066435,668.3294372558594,25.338385,58.2009,0.00019207999999999996
26.315848202831976,670.1470615320038,25.415028,58.43352,0.00019207999999999996
39.606904409628,672.5856665895697,25.568966,58.191345,0.00019207999999999996
25.77075789038059,670.7467089201275,25.268114,58.222782,0.00019207999999999996
25.884677924941073,671.6516632615475,25.319477,58.243404,0.00019207999999999996
28.131384630118852,668.8741540741502,25.013887,58.301437,0.00019207999999999996
25.628649289629102,669.4594223290159,24.843996,58.537067,0.00019207999999999996
26.084043667379735,671.1183257521244,25.028727,58.120144,0.00019207999999999996
22.938429912634657,667.6566552948533,24.800323,58.17144,0.00019207999999999996
22.744667230454166,670.8465972364994,24.927673,58.194714,0.00019207999999999996
22.671798195459147,667.8293564110471,24.575737,58.43088,0.00013445599999999997
22.280309858575333,670.1256023206209,24.42821,58.17244,0.00013445599999999997
26.81688646721629,668.7945556640625,24.4387,58.287716,0.00013445599999999997
23.257913454444008,672.1048326994244,24.303001,58.161144,0.00013445599999999997
23.108043358389256,669.8021465100741,24.325415,58.261345,0.00013445599999999997
24.03844017265117,673.2547157689145,24.148273,58.004498,0.00013445599999999997
21.11789777637583,671.0701379608689,24.118046,58.194267,0.00013445599999999997
27.806230621000307,670.784020674856,24.136892,58.05182,0.00013445599999999997
22.933856521032553,671.68237786544,23.922184,58.031494,0.00013445599999999997
20.751968535701785,668.4649379797149,23.855444,58.054848,0.00013445599999999997
21.901096495906863,671.5393328750342,24.074104,58.03405,0.00013445599999999997
24.698175468276034,670.0832739043655,23.938875,58.1488,9.411919999999997e-05
19.90343116236999,668.6164866664953,23.620317,58.04956,9.411919999999997e-05
21.54122797788772,668.4603480288857,23.522884,58.157795,9.411919999999997e-05
22.19683819745494,668.7751989531936,23.6412,58.214325,9.411919999999997e-05
