train_loss,val_loss,train_smape,val_smape,learning_rates
2894.326444642734,926.1104704204358,124.48023,84.10248,0.0008
1341.8737073240027,769.6508580258018,83.342,71.41894,0.0008
1128.3578360228412,758.782176770662,73.907295,72.25085,0.0008
1025.1467810436689,736.9035665947094,72.13352,70.742455,0.0008
894.7402499038561,727.6747661389803,69.91891,69.378006,0.0008
807.3534597211179,742.3799267149808,68.53128,68.07048,0.0008
734.8789591831444,732.0069462290982,67.16074,63.797497,0.0008
668.8515033553132,721.9821306195175,65.86016,63.94451,0.0008
596.4942791694034,706.4953982704565,64.61611,66.23559,0.0008
577.7042899342765,716.009287516276,63.15368,64.51916,0.0008
526.4424416871198,707.0693498577988,62.150932,63.592308,0.0008
501.0568194769125,718.8576842190927,61.033813,66.542786,0.0008
479.8618860160355,706.5313067519874,60.154827,62.404503,0.0008
444.7204895694699,692.2970854106702,58.89827,64.91838,0.0008
423.50744784194814,686.0324680261444,58.526524,64.71166,0.0008
392.08799000967923,697.6104945132607,57.712387,62.585503,0.0008
373.7471549110075,698.228007534094,56.18497,62.871258,0.0008
364.8913864540843,693.2594160113418,55.545986,63.83447,0.0008
316.22605106049934,694.7852397717928,54.50625,61.43196,0.0008
327.4428998896506,708.5973591051603,54.07296,67.815475,0.0008
307.47880577830085,683.408796343887,52.813984,61.254364,0.0008
272.73788458900117,689.0789489746094,52.255352,62.281334,0.0008
283.814270525907,682.6033989086486,51.5515,62.113594,0.0008
259.1549285281021,685.4875076026248,50.850956,63.33118,0.0008
246.59074587526575,678.4914341976768,49.9852,62.845863,0.0008
240.46738116509093,698.5431904039884,49.571835,61.350292,0.0008
234.9084591148174,677.5961903354578,48.771614,62.51095,0.0008
215.432449577129,686.0308864660431,48.183758,61.419994,0.0008
189.03672010708698,680.7188185307018,47.518024,60.44124,0.0008
186.62230543963676,699.5755743729441,46.781113,60.445488,0.0008
196.52566251501574,692.1982304087857,46.490906,60.665863,0.0008
196.131663567197,674.7636434990063,46.02395,61.675526,0.0008
174.43692543232336,682.7606297543174,45.03866,60.439865,0.0008
170.99760254716452,702.7887460809005,44.509773,61.788155,0.0008
152.53422610527647,689.153245357045,44.37166,60.88381,0.0008
159.3829759918483,692.422253525048,43.42971,60.48356,0.0008
165.75422384886616,692.4257384183114,43.12602,60.49329,0.0008
128.69367496524237,682.3764487818668,42.63645,61.00052,0.0008
134.33223006999597,687.9174483449835,41.877586,60.104637,0.0008
135.0354662701092,691.7297052751508,41.43409,60.898228,0.0008
134.4458457642952,675.5829842550713,41.074833,60.020374,0.0008
139.46083598854267,691.7157533879865,40.702583,60.16871,0.0008
115.02868459920967,681.2774112099096,40.200848,60.275112,0.00056
108.89716587235442,683.9179125334088,39.111645,59.873245,0.00056
96.49370497306892,672.3922119140625,38.389256,60.053402,0.00056
88.97776649272548,679.6503734923245,37.809055,59.481728,0.00056
100.41980743408203,674.0299366733484,37.359066,59.686256,0.00056
89.12381052337916,675.0513209292764,37.140736,59.638298,0.00056
74.66143155730931,673.3653741133841,36.269638,59.97521,0.00056
84.48340235347241,674.1568068119518,36.65011,59.926075,0.00056
75.64147687591283,677.194156579804,35.84919,60.065216,0.00056
77.64457140559644,675.5072069670025,35.371624,59.894062,0.00056
78.58883994448502,675.4738432231702,35.387054,59.558723,0.00056
66.93894912922276,670.0876695064076,35.0014,59.76587,0.00056
59.58118737482392,678.1657120554071,34.8816,60.6305,0.00056
66.48044657074244,669.6766777707819,34.614037,59.911972,0.00056
57.002504973284964,668.2952468604373,34.29033,59.76231,0.00056
55.221110158262,674.5512449030291,33.648376,59.30472,0.00056
61.32765181718674,675.5199799119381,33.55027,59.213276,0.00056
71.3958900080318,680.6411213121916,32.922077,59.551876,0.00056
76.47173081457088,675.3653526975397,32.95646,59.367847,0.00056
52.96299378217849,671.8851007829633,32.652954,59.36734,0.00056
48.370466493927275,676.2624051278098,32.643238,59.39934,0.00056
60.96073367532376,684.6654416803729,32.309116,59.26791,0.00056
56.90080766762252,669.1584799247876,31.902977,59.271137,0.00056
50.145651268748054,681.7345725611636,31.89143,59.37338,0.00056
46.412176090004166,673.3872482567502,31.61005,59.596455,0.00056
52.00625466034476,676.4243616472211,31.321177,59.068954,0.00039199999999999993
46.5263214364516,674.8384715297766,30.900406,58.971603,0.00039199999999999993
46.717219690305996,674.7115221525494,30.457216,58.77996,0.00039199999999999993
39.52839292678158,670.6608605635794,29.899048,58.83038,0.00039199999999999993
38.06203583911457,670.6585677297492,29.818853,59.084057,0.00039199999999999993
41.83745851769911,673.5541151615612,29.548561,58.677273,0.00039199999999999993
40.265231900510535,671.8514993232593,29.27049,59.092175,0.00039199999999999993
37.06463360575448,673.2314806486431,29.468987,58.77797,0.00039199999999999993
42.728769420522504,671.5339382238556,28.95405,58.94652,0.00039199999999999993
39.846250010802684,678.8109666255482,28.785875,58.79013,0.00039199999999999993
34.25187516845433,676.2179340563322,28.64178,58.457375,0.00039199999999999993
45.39085740114735,671.6223353335732,28.381184,58.832783,0.00027439999999999995
32.54505119492522,672.9705783777069,28.078001,58.551304,0.00027439999999999995
35.675197297492915,674.7461596037213,27.730652,58.461254,0.00027439999999999995
34.55882254743998,667.5839517158374,27.573235,58.4191,0.00027439999999999995
